age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
57.0,management,married,secondary,no,82,no,yes,telephone,4,feb,140.0,1.0,-1.0,0,unknown,no
30.0,unemployed,single,tertiary,no,4082,no,no,telephone,14,jun,215.0,1.0,459.0,17,unknown,no
35.0,blue-collar,married,secondary,no,625,no,no,cellular,13,may,267.0,1.0,-1.0,0,unknown,no
51.0,admin,married,secondary,no,227,no,no,cellular,5,aug,231.0,1.0,-1.0,0,unknown,no
56.0,management,married,primary,no,-24,yes,no,unknown,7,may,305.0,3.0,-1.0,0,unknown,no
42.0,technician,married,tertiary,no,239,yes,yes,unknown,6,may,191.0,3.0,-1.0,0,unknown,no
23.0,services,married,secondary,no,0,yes,yes,unknown,26,may,90.0,5.0,-1.0,0,unknown,no
36.0,technician,married,tertiary,no,491,yes,no,unknown,8,may,103.0,3.0,-1.0,0,unknown,no
61.0,retired,married,secondary,no,89,no,no,cellular,28,oct,154.0,1.0,181.0,2,failure,no
30.0,blue-collar,married,secondary,no,1803,yes,no,unknown,20,may,29.0,1.0,-1.0,0,unknown,no
44.0,blue-collar,married,primary,no,134,yes,no,cellular,7,may,378.0,1.0,-1.0,0,unknown,no
48.0,technician,married,secondary,no,505,yes,no,cellular,7,may,113.0,2.0,-1.0,0,unknown,no
30.0,technician,single,secondary,no,518,yes,no,unknown,2,jun,21.0,1.0,-1.0,0,unknown,no
45.0,blue-collar,married,secondary,no,1179,no,no,cellular,21,aug,172.0,6.0,-1.0,0,unknown,no
42.0,blue-collar,married,secondary,no,3213,no,no,telephone,28,oct,172.0,1.0,-1.0,0,unknown,no
34.0,technician,married,tertiary,no,116,no,no,cellular,11,aug,145.0,2.0,-1.0,0,unknown,no
32.0,technician,married,secondary,no,3184,yes,no,cellular,11,aug,135.0,2.0,-1.0,0,unknown,no
29.0,services,single,secondary,no,184,no,no,cellular,14,jul,46.0,3.0,-1.0,0,unknown,no
48.0,technician,married,secondary,no,-38,yes,no,cellular,13,may,331.0,3.0,-1.0,0,unknown,no
42.0,admin,single,secondary,no,-138,yes,no,unknown,26,may,109.0,1.0,-1.0,0,unknown,no
39.0,management,married,tertiary,no,4539,no,no,cellular,30,apr,301.0,1.0,-1.0,0,unknown,no
51.0,admin,divorced,secondary,no,212,yes,yes,cellular,16,apr,168.0,1.0,-1.0,0,unknown,no
31.0,admin,single,secondary,no,0,no,no,cellular,17,apr,188.0,3.0,-1.0,0,unknown,yes
28.0,admin,single,secondary,no,1408,no,no,cellular,13,aug,166.0,1.0,78.0,2,failure,no
45.0,blue-collar,married,secondary,no,1124,yes,no,unknown,19,may,37.0,1.0,-1.0,0,unknown,no
35.0,services,single,secondary,no,143,yes,yes,cellular,13,may,68.0,1.0,369.0,2,unknown,no
31.0,blue-collar,married,secondary,no,2,yes,no,unknown,20,may,182.0,2.0,-1.0,0,unknown,yes
28.0,blue-collar,married,secondary,no,131,yes,no,unknown,12,may,147.0,5.0,-1.0,0,unknown,no
52.0,unemployed,married,secondary,no,94,no,no,cellular,10,nov,293.0,3.0,190.0,10,failure,yes
54.0,management,divorced,tertiary,no,22,no,yes,cellular,18,jul,259.0,3.0,-1.0,0,unknown,no
29.0,management,single,tertiary,no,2799,yes,no,cellular,5,may,371.0,2.0,-1.0,0,unknown,no
36.0,management,divorced,tertiary,no,563,no,no,unknown,20,jun,10.0,4.0,-1.0,0,unknown,no
32.0,blue-collar,married,secondary,no,944,no,no,cellular,13,may,231.0,2.0,362.0,1,unknown,no
35.0,services,married,secondary,no,-371,yes,no,unknown,13,may,358.0,2.0,-1.0,0,unknown,no
31.0,blue-collar,married,primary,no,-454,yes,yes,unknown,28,may,861.0,2.0,-1.0,0,unknown,no
45.0,technician,married,secondary,no,983,yes,no,cellular,7,aug,155.0,2.0,-1.0,0,unknown,no
32.0,management,married,tertiary,no,0,no,no,cellular,26,aug,104.0,9.0,-1.0,0,unknown,no
37.0,management,married,tertiary,no,596,yes,no,cellular,13,may,281.0,1.0,345.0,2,failure,no
29.0,admin,married,secondary,no,301,yes,no,unknown,2,jun,150.0,5.0,-1.0,0,unknown,no
35.0,technician,single,secondary,no,694,no,no,cellular,9,feb,29.0,2.0,-1.0,0,unknown,no
59.0,management,married,primary,no,2345,yes,no,cellular,15,may,399.0,1.0,-1.0,0,unknown,no
31.0,blue-collar,married,secondary,no,69,no,no,cellular,19,nov,640.0,1.0,-1.0,0,unknown,no
45.0,blue-collar,married,secondary,no,13156,no,no,cellular,21,aug,62.0,4.0,-1.0,0,unknown,no
26.0,services,single,secondary,no,110,no,no,cellular,30,jan,1136.0,2.0,-1.0,0,unknown,yes
26.0,management,single,tertiary,no,761,no,no,cellular,2,feb,362.0,1.0,-1.0,0,unknown,no
28.0,technician,single,tertiary,no,415,no,no,unknown,1,jul,86.0,1.0,-1.0,0,unknown,no
45.0,services,married,primary,no,60,no,no,unknown,9,jun,349.0,2.0,-1.0,0,unknown,no
38.0,blue-collar,single,secondary,no,-329,yes,no,unknown,12,may,86.0,4.0,-1.0,0,unknown,no
47.0,admin,married,secondary,no,368,no,no,cellular,23,feb,269.0,1.0,187.0,5,success,yes
55.0,blue-collar,married,primary,no,1086,yes,no,cellular,6,may,146.0,1.0,272.0,2,failure,no
28.0,blue-collar,single,primary,no,54,yes,no,cellular,14,may,533.0,1.0,371.0,1,unknown,yes
36.0,management,married,tertiary,no,871,no,no,cellular,18,nov,170.0,1.0,-1.0,0,unknown,no
44.0,blue-collar,married,secondary,no,-182,yes,yes,cellular,14,may,10.0,10.0,-1.0,0,unknown,no
64.0,unemployed,divorced,secondary,no,588,no,no,cellular,8,mar,409.0,1.0,-1.0,0,unknown,yes
34.0,housemaid,single,tertiary,no,43,no,no,cellular,25,aug,198.0,8.0,-1.0,0,unknown,no
58.0,retired,married,secondary,no,0,yes,no,unknown,26,may,77.0,1.0,-1.0,0,unknown,no
30.0,management,single,secondary,no,135,no,no,cellular,14,aug,112.0,2.0,-1.0,0,unknown,no
40.0,technician,single,secondary,no,1411,yes,yes,cellular,18,nov,93.0,3.0,-1.0,0,unknown,no
38.0,blue-collar,married,primary,no,3057,yes,no,unknown,11,jun,133.0,1.0,-1.0,0,unknown,no
42.0,services,married,secondary,no,3620,yes,no,unknown,27,may,22.0,16.0,-1.0,0,unknown,no
35.0,entrepreneur,single,tertiary,no,-49,no,no,unknown,17,jun,668.0,8.0,-1.0,0,unknown,no
38.0,technician,single,secondary,no,615,yes,no,unknown,2,jun,215.0,1.0,-1.0,0,unknown,no
28.0,admin,single,secondary,no,377,no,no,cellular,30,apr,571.0,1.0,-1.0,0,unknown,yes
29.0,management,married,tertiary,no,246,yes,no,unknown,9,may,45.0,1.0,-1.0,0,unknown,no
47.0,blue-collar,married,primary,no,4040,no,no,cellular,11,aug,53.0,5.0,-1.0,0,unknown,no
59.0,management,single,secondary,no,671,yes,yes,unknown,15,may,157.0,5.0,-1.0,0,unknown,no
45.0,retired,divorced,secondary,no,229,no,no,unknown,5,jun,181.0,2.0,-1.0,0,unknown,no
46.0,blue-collar,married,primary,no,859,yes,no,cellular,20,apr,9.0,1.0,-1.0,0,unknown,no
32.0,blue-collar,married,primary,no,5151,yes,yes,unknown,26,may,185.0,4.0,-1.0,0,unknown,no
33.0,management,single,tertiary,no,131,yes,no,cellular,12,oct,209.0,3.0,427.0,2,failure,yes
40.0,blue-collar,married,secondary,no,565,yes,yes,cellular,20,apr,297.0,2.0,-1.0,0,unknown,no
43.0,blue-collar,married,secondary,no,14646,no,no,cellular,23,oct,210.0,1.0,-1.0,0,unknown,yes
38.0,management,married,tertiary,no,1101,yes,no,cellular,9,mar,78.0,2.0,120.0,1,failure,no
53.0,blue-collar,married,secondary,no,25,no,no,cellular,22,aug,528.0,2.0,-1.0,0,unknown,yes
38.0,blue-collar,married,primary,no,1807,no,no,unknown,7,may,348.0,3.0,-1.0,0,unknown,no
24.0,management,married,secondary,no,867,yes,no,unknown,20,jun,546.0,10.0,-1.0,0,unknown,yes
44.0,management,married,tertiary,no,3762,no,no,cellular,28,aug,125.0,12.0,-1.0,0,unknown,no
29.0,admin,married,secondary,no,93,yes,yes,cellular,11,jul,161.0,4.0,-1.0,0,unknown,no
25.0,student,single,secondary,no,358,no,no,cellular,16,nov,330.0,1.0,-1.0,0,unknown,yes
30.0,entrepreneur,single,secondary,no,572,yes,no,cellular,4,may,220.0,4.0,-1.0,0,unknown,no
36.0,admin,single,secondary,no,47,no,yes,cellular,9,jul,36.0,6.0,-1.0,0,unknown,no
47.0,technician,married,secondary,no,293,no,no,cellular,1,jun,251.0,1.0,90.0,1,success,yes
58.0,admin,married,secondary,no,3496,yes,no,unknown,2,jun,111.0,4.0,-1.0,0,unknown,no
32.0,self-employed,married,tertiary,no,210,yes,no,cellular,19,nov,268.0,1.0,-1.0,0,unknown,no
64.0,retired,married,primary,no,2140,no,no,cellular,12,oct,181.0,2.0,-1.0,0,unknown,no
47.0,management,single,tertiary,no,86,no,no,cellular,5,aug,253.0,1.0,97.0,4,success,yes
50.0,blue-collar,married,secondary,no,16,yes,no,cellular,7,may,290.0,1.0,356.0,11,failure,no
37.0,blue-collar,single,primary,no,0,yes,yes,cellular,22,jul,118.0,1.0,-1.0,0,unknown,no
47.0,admin,married,secondary,no,6695,no,no,telephone,21,nov,129.0,3.0,-1.0,0,unknown,no
26.0,services,married,secondary,no,285,no,no,cellular,28,jan,100.0,1.0,-1.0,0,unknown,no
33.0,admin,married,secondary,no,-6,yes,no,unknown,7,may,566.0,2.0,-1.0,0,unknown,no
30.0,unemployed,single,tertiary,no,306,no,no,unknown,26,may,372.0,14.0,-1.0,0,unknown,no
34.0,management,married,tertiary,no,250,no,no,cellular,9,dec,787.0,1.0,188.0,8,unknown,no
26.0,admin,single,secondary,no,3529,no,yes,cellular,7,sep,262.55842997323816,2.0,-1.0,0,unknown,no
30.0,blue-collar,married,secondary,no,-135,yes,no,cellular,18,may,57.0,1.0,-1.0,0,unknown,no
30.0,management,married,tertiary,no,20,no,no,cellular,26,aug,272.0,10.0,-1.0,0,unknown,no
59.0,management,single,secondary,no,181,yes,no,unknown,9,may,485.0,1.0,-1.0,0,unknown,no
30.0,blue-collar,single,secondary,no,574,no,no,cellular,5,feb,11.0,6.0,-1.0,0,unknown,no
43.0,admin,single,secondary,no,733,yes,no,cellular,25,may,282.0,1.0,187.0,3,success,yes
57.0,blue-collar,married,secondary,no,97,yes,no,unknown,16,may,260.0,6.0,-1.0,0,unknown,no
33.0,management,single,tertiary,no,1373,yes,no,cellular,5,may,17.0,5.0,349.0,2,failure,no
32.0,management,divorced,tertiary,no,222,no,yes,cellular,15,jul,820.0,4.0,-1.0,0,unknown,yes
50.0,services,married,secondary,no,517,yes,no,unknown,26,may,420.0,2.0,-1.0,0,unknown,no
38.0,student,married,secondary,no,134,no,no,cellular,27,aug,91.0,8.0,-1.0,0,unknown,no
36.0,management,single,tertiary,no,2646,no,no,cellular,13,oct,169.0,1.0,182.0,10,success,yes
43.0,admin,divorced,secondary,no,738,yes,no,cellular,21,nov,585.0,4.0,191.0,4,failure,no
45.0,self-employed,divorced,tertiary,yes,75,yes,yes,cellular,4,feb,236.0,1.0,-1.0,0,unknown,no
24.0,blue-collar,single,secondary,no,0,yes,no,unknown,4,jun,204.0,1.0,-1.0,0,unknown,no
33.0,admin,single,secondary,no,1430,yes,no,cellular,18,may,74.0,3.0,349.0,2,unknown,no
39.0,management,single,tertiary,no,763,no,no,cellular,17,aug,192.0,1.0,-1.0,0,unknown,no
56.0,admin,divorced,secondary,no,985,no,yes,cellular,18,aug,150.0,2.0,-1.0,0,unknown,no
39.0,technician,single,secondary,no,18508,no,no,cellular,20,nov,1598.0,4.0,-1.0,0,unknown,yes
43.0,housemaid,married,tertiary,no,0,no,no,cellular,27,aug,103.0,6.0,-1.0,0,unknown,no
38.0,admin,married,secondary,no,257,yes,no,cellular,15,may,10.0,5.0,-1.0,0,unknown,no
33.0,management,married,tertiary,no,296,no,no,cellular,16,jul,90.0,2.0,-1.0,0,unknown,no
34.0,management,single,tertiary,no,3244,no,no,cellular,18,nov,131.0,2.0,-1.0,0,unknown,no
55.0,technician,married,secondary,no,0,yes,no,unknown,30,may,119.0,2.0,-1.0,0,unknown,no
35.0,services,divorced,secondary,no,67,yes,no,cellular,5,may,192.0,2.0,-1.0,0,unknown,no
38.0,technician,single,secondary,no,211,yes,no,cellular,29,jan,236.0,2.0,-1.0,0,unknown,no
50.0,services,married,secondary,no,378,no,yes,telephone,18,jul,55.0,9.0,-1.0,0,unknown,no
36.0,blue-collar,married,secondary,no,537,no,yes,cellular,7,jul,206.0,6.0,-1.0,0,unknown,no
51.0,management,married,tertiary,no,333,no,yes,cellular,17,jul,234.0,1.0,-1.0,0,unknown,no
37.0,services,single,secondary,no,3,no,no,unknown,17,jun,527.0,1.0,-1.0,0,unknown,no
37.0,blue-collar,married,secondary,no,4321,no,no,cellular,8,sep,421.0,2.0,95.0,1,success,no
37.0,technician,married,secondary,no,1142,yes,no,cellular,17,jul,309.0,2.0,-1.0,0,unknown,no
36.0,management,married,tertiary,no,1113,no,no,cellular,1,sep,212.0,1.0,-1.0,0,unknown,yes
43.0,admin,married,secondary,no,71,no,no,unknown,7,may,180.0,5.0,-1.0,0,unknown,no
59.0,retired,married,tertiary,no,2194,yes,no,telephone,31,jul,16.0,9.0,-1.0,0,unknown,no
54.0,blue-collar,married,secondary,no,-361,yes,no,unknown,26,may,227.0,1.0,-1.0,0,unknown,no
42.0,technician,divorced,secondary,no,611,yes,no,cellular,16,apr,804.0,2.0,262.0,5,failure,no
48.0,management,married,tertiary,no,-1232,yes,no,unknown,6,jun,183.0,1.0,-1.0,0,unknown,no
31.0,blue-collar,single,secondary,no,-4,yes,no,cellular,15,may,110.0,1.0,-1.0,0,unknown,no
37.0,admin,married,secondary,no,0,yes,no,cellular,8,apr,208.0,3.0,349.0,2,failure,no
79.0,retired,divorced,secondary,no,631,no,no,telephone,9,aug,440.0,5.0,182.0,3,failure,no
38.0,technician,married,secondary,no,381,yes,no,unknown,29,may,126.0,2.0,-1.0,0,unknown,no
26.0,student,single,secondary,no,864,yes,no,cellular,15,may,659.0,1.0,-1.0,0,unknown,yes
30.0,blue-collar,single,secondary,no,178,yes,no,unknown,20,may,747.0,5.0,-1.0,0,unknown,no
43.0,self-employed,married,tertiary,no,423,no,no,cellular,14,aug,3322.0,2.0,-1.0,0,unknown,no
34.0,housemaid,married,secondary,no,520,yes,no,cellular,3,feb,22.0,6.0,-1.0,0,unknown,no
43.0,management,married,secondary,no,0,yes,no,unknown,5,may,105.0,2.0,-1.0,0,unknown,no
37.0,services,married,tertiary,no,0,yes,no,unknown,30,may,55.0,1.0,-1.0,0,unknown,no
33.0,student,single,secondary,no,5969,no,no,cellular,30,apr,110.0,1.0,83.0,7,failure,no
35.0,management,single,secondary,no,145,no,no,cellular,17,jul,354.0,1.0,-1.0,0,unknown,no
33.0,technician,married,tertiary,no,67,yes,no,cellular,16,apr,137.0,2.0,-1.0,0,unknown,no
37.0,blue-collar,divorced,secondary,no,277,no,yes,cellular,8,jul,338.0,2.0,-1.0,0,unknown,no
32.0,management,single,tertiary,no,19985,no,no,cellular,9,feb,616.0,5.0,-1.0,0,unknown,no
53.0,entrepreneur,married,secondary,no,28,no,no,cellular,31,jul,117.0,2.0,-1.0,0,unknown,no
41.0,management,divorced,tertiary,no,-78,yes,no,cellular,3,feb,69.0,4.0,252.0,4,failure,no
36.0,management,married,tertiary,no,1852,no,no,unknown,8,may,362.0,1.0,-1.0,0,unknown,no
27.0,technician,single,secondary,no,740,yes,no,cellular,5,may,294.0,1.0,-1.0,0,unknown,no
28.0,services,married,secondary,no,7,yes,yes,cellular,14,jul,226.0,4.0,-1.0,0,unknown,no
36.0,management,divorced,tertiary,no,8119,no,yes,cellular,8,aug,118.0,2.0,-1.0,0,unknown,no
45.0,management,married,tertiary,no,1416,yes,yes,cellular,19,nov,740.0,1.0,-1.0,0,unknown,no
34.0,self-employed,married,tertiary,no,97,yes,no,cellular,28,jul,102.0,6.0,-1.0,0,unknown,no
32.0,management,married,tertiary,no,312,no,no,cellular,11,aug,67.0,4.0,-1.0,0,unknown,no
36.0,management,married,tertiary,no,1582,no,no,telephone,3,feb,26.0,2.0,197.0,1,failure,no
27.0,management,single,tertiary,no,831,yes,no,cellular,21,jul,369.0,1.0,-1.0,0,unknown,no
35.0,technician,married,secondary,no,692,yes,yes,unknown,14,may,133.0,2.0,-1.0,0,unknown,no
42.0,management,married,secondary,no,1079,no,no,cellular,19,aug,117.0,6.0,-1.0,0,unknown,no
43.0,technician,divorced,secondary,no,6835,no,no,cellular,19,nov,187.0,1.0,152.0,2,failure,no
31.0,services,single,secondary,no,13,no,yes,cellular,6,feb,1019.0,2.0,-1.0,0,unknown,yes
32.0,services,single,secondary,no,121,yes,no,unknown,5,may,213.0,2.0,-1.0,0,unknown,no
31.0,management,married,tertiary,no,153,yes,no,cellular,14,jul,118.0,3.0,-1.0,0,unknown,no
49.0,management,single,secondary,no,61,yes,no,cellular,29,jan,185.0,2.0,246.0,1,failure,no
24.0,technician,single,secondary,no,3926,yes,no,unknown,16,may,320.0,2.0,-1.0,0,unknown,no
28.0,technician,single,secondary,no,576,yes,yes,unknown,26,may,158.0,4.0,-1.0,0,unknown,no
29.0,blue-collar,married,secondary,no,15,yes,yes,unknown,9,may,432.0,2.0,-1.0,0,unknown,no
20.0,student,single,primary,no,825,no,no,unknown,28,aug,27.0,1.0,-1.0,0,unknown,no
47.0,technician,divorced,secondary,no,32,no,yes,cellular,26,aug,137.0,2.0,-1.0,0,unknown,no
34.0,technician,single,secondary,no,2729,yes,no,cellular,18,nov,835.0,1.0,-1.0,0,unknown,yes
40.0,blue-collar,married,secondary,no,1938,yes,no,cellular,7,may,228.0,1.0,-1.0,0,unknown,no
34.0,blue-collar,married,secondary,no,291,yes,no,cellular,15,jul,646.0,4.0,-1.0,0,unknown,no
26.0,blue-collar,married,secondary,yes,20,yes,no,unknown,8,may,200.0,1.0,-1.0,0,unknown,no
39.0,admin,married,secondary,no,201,yes,no,cellular,13,apr,263.0,3.0,-1.0,0,unknown,no
36.0,admin,divorced,secondary,no,592,no,no,cellular,14,jan,96.0,7.0,93.0,7,success,no
45.0,technician,divorced,secondary,no,1309,yes,no,cellular,19,nov,298.0,1.0,170.0,2,failure,no
33.0,blue-collar,single,secondary,no,550,yes,no,unknown,9,may,84.0,1.0,-1.0,0,unknown,no
30.0,blue-collar,single,primary,no,413,yes,no,cellular,15,may,148.0,1.0,345.0,4,unknown,no
53.0,entrepreneur,single,secondary,no,62,yes,no,unknown,30,may,1044.0,5.0,-1.0,0,unknown,yes
48.0,services,single,secondary,no,561,yes,no,cellular,12,may,214.0,1.0,358.0,2,unknown,no
59.0,retired,single,secondary,yes,-341,no,yes,cellular,14,jul,94.0,3.0,-1.0,0,unknown,no
29.0,management,single,tertiary,no,1026,no,no,cellular,12,nov,226.0,1.0,92.0,1,unknown,yes
41.0,management,married,secondary,no,3018,yes,no,cellular,17,nov,536.0,2.0,-1.0,0,unknown,no
42.0,blue-collar,single,primary,no,1628,yes,no,cellular,25,jul,590.0,8.0,-1.0,0,unknown,yes
29.0,entrepreneur,married,secondary,no,178,yes,no,cellular,5,may,231.0,4.0,-1.0,0,unknown,no
27.0,technician,married,secondary,no,0,yes,yes,telephone,28,jul,359.0,2.0,-1.0,0,unknown,no
32.0,management,married,tertiary,no,0,no,no,cellular,27,aug,164.0,2.0,-1.0,0,unknown,no
37.0,blue-collar,single,secondary,no,277,yes,no,unknown,3,jun,87.0,6.0,-1.0,0,unknown,no
40.0,admin,married,secondary,no,2621,no,yes,cellular,9,jul,607.0,4.0,-1.0,0,unknown,no
32.0,blue-collar,single,secondary,no,201,yes,no,cellular,4,feb,71.0,3.0,-1.0,0,unknown,no
50.0,technician,married,tertiary,no,5907,yes,yes,cellular,12,aug,338.0,2.0,-1.0,0,unknown,no
34.0,blue-collar,married,secondary,no,840,yes,no,cellular,12,may,275.0,3.0,-1.0,0,unknown,no
57.0,unemployed,married,secondary,no,890,no,no,cellular,5,feb,343.0,4.0,-1.0,0,unknown,no
35.0,technician,married,secondary,no,0,yes,no,cellular,6,apr,139.0,1.0,-1.0,0,unknown,no
52.0,technician,married,secondary,no,5303,yes,no,unknown,19,oct,133.0,1.0,-1.0,0,unknown,yes
59.0,unemployed,married,secondary,no,4497,yes,no,cellular,4,feb,213.0,1.0,251.0,1,failure,no
53.0,management,married,secondary,no,-264,no,yes,cellular,2,feb,150.0,1.0,-1.0,0,unknown,no
36.0,management,married,tertiary,no,8277,yes,no,cellular,18,nov,613.0,1.0,-1.0,0,unknown,no
42.0,entrepreneur,married,tertiary,no,233,no,no,cellular,5,feb,446.0,1.0,-1.0,0,unknown,no
56.0,blue-collar,married,secondary,no,-203,yes,no,unknown,7,may,139.0,1.0,-1.0,0,unknown,no
44.0,blue-collar,single,secondary,no,0,no,no,cellular,20,apr,133.0,1.0,-1.0,0,unknown,yes
36.0,technician,single,tertiary,no,962,yes,no,cellular,8,may,568.0,1.0,-1.0,0,unknown,yes
33.0,admin,married,tertiary,no,205,no,no,unknown,1,jul,156.0,2.0,-1.0,0,unknown,no
38.0,blue-collar,single,primary,no,419,yes,no,unknown,20,may,656.0,1.0,-1.0,0,unknown,no
40.0,services,married,secondary,no,2172,yes,yes,unknown,13,may,1386.0,1.0,-1.0,0,unknown,no
39.0,management,single,tertiary,no,416,no,no,cellular,9,jul,427.0,1.0,-1.0,0,unknown,no
57.0,management,married,tertiary,no,813,no,no,cellular,27,apr,91.0,3.0,-1.0,0,unknown,no
43.0,management,married,tertiary,no,0,yes,no,cellular,7,may,240.0,3.0,293.0,5,failure,no
60.0,retired,married,secondary,no,262,no,no,cellular,18,aug,393.0,4.0,-1.0,0,unknown,no
58.0,entrepreneur,married,primary,no,1249,no,no,cellular,5,feb,187.0,1.0,-1.0,0,unknown,no
35.0,management,married,tertiary,no,648,no,no,cellular,30,jul,674.0,2.0,-1.0,0,unknown,no
27.0,admin,single,secondary,no,192,no,no,telephone,28,jul,1076.0,17.0,-1.0,0,unknown,yes
31.0,management,married,tertiary,no,301,yes,no,cellular,18,may,34.0,6.0,-1.0,0,unknown,no
35.0,blue-collar,divorced,primary,no,0,no,no,unknown,12,jun,200.0,1.0,-1.0,0,unknown,no
43.0,technician,married,secondary,no,236,no,no,unknown,17,jun,169.0,4.0,-1.0,0,unknown,no
55.0,services,married,secondary,no,283,yes,no,unknown,19,may,156.0,1.0,-1.0,0,unknown,no
47.0,blue-collar,married,primary,no,0,no,no,cellular,26,aug,292.0,2.0,-1.0,0,unknown,no
41.0,unemployed,married,secondary,no,2423,yes,no,cellular,4,feb,101.0,1.0,-1.0,0,unknown,no
27.0,services,divorced,secondary,no,10,yes,no,cellular,22,jul,527.0,1.0,-1.0,0,unknown,no
35.0,technician,single,secondary,no,0,no,no,cellular,20,aug,111.0,2.0,-1.0,0,unknown,no
53.0,entrepreneur,married,primary,no,1034,yes,no,cellular,19,nov,854.0,2.0,170.0,3,unknown,no
54.0,management,married,tertiary,no,1146,yes,no,cellular,12,aug,205.0,2.0,-1.0,0,unknown,no
60.0,retired,married,secondary,no,0,no,no,telephone,31,jul,576.0,20.0,-1.0,0,unknown,no
37.0,blue-collar,married,primary,no,-212,yes,no,cellular,15,may,189.0,3.0,352.0,1,unknown,no
52.0,services,divorced,primary,no,130,yes,no,unknown,29,may,103.0,2.0,-1.0,0,unknown,no
26.0,student,single,secondary,no,0,no,no,cellular,2,feb,1223.0,2.0,-1.0,0,unknown,yes
45.0,management,married,tertiary,no,81,no,yes,cellular,30,jul,61.0,3.0,-1.0,0,unknown,no
56.0,blue-collar,married,secondary,no,3460,yes,no,cellular,3,jul,897.0,3.0,-1.0,0,unknown,no
53.0,technician,married,primary,no,0,no,no,cellular,21,jul,96.0,1.0,-1.0,0,unknown,no
48.0,blue-collar,married,secondary,no,1738,yes,no,cellular,15,apr,349.0,1.0,-1.0,0,unknown,no
31.0,services,married,secondary,no,490,yes,no,cellular,21,nov,394.0,5.0,179.0,2,unknown,no
47.0,admin,married,secondary,no,1210,no,no,cellular,27,jul,493.0,4.0,-1.0,0,unknown,no
35.0,admin,single,secondary,no,-67,no,yes,cellular,21,jul,84.0,1.0,-1.0,0,unknown,no
53.0,blue-collar,single,secondary,no,1004,no,no,cellular,13,may,393.0,1.0,84.0,1,unknown,yes
49.0,management,divorced,secondary,no,1598,yes,no,cellular,12,may,76.0,2.0,348.0,1,failure,no
49.0,blue-collar,married,primary,no,-167,no,no,cellular,7,jul,51.0,1.0,-1.0,0,unknown,no
35.0,management,married,tertiary,no,1432,yes,no,cellular,5,may,54.0,3.0,-1.0,0,unknown,no
35.0,blue-collar,single,primary,no,293,yes,no,unknown,30,may,521.0,2.0,-1.0,0,unknown,no
52.0,admin,single,secondary,no,-528,yes,yes,cellular,1,jun,1144.0,2.0,-1.0,0,unknown,yes
35.0,self-employed,single,secondary,no,1732,no,no,telephone,21,nov,1441.0,3.0,-1.0,0,unknown,no
44.0,admin,married,secondary,no,429,yes,no,cellular,28,jan,99.0,1.0,246.0,4,failure,no
46.0,admin,married,secondary,no,31,yes,yes,telephone,28,jul,302.0,2.0,-1.0,0,unknown,no
58.0,retired,married,primary,no,193,yes,yes,unknown,13,may,788.0,3.0,-1.0,0,unknown,no
49.0,blue-collar,married,primary,no,2356,no,yes,telephone,14,jul,236.0,2.0,-1.0,0,unknown,no
35.0,management,single,secondary,no,1031,yes,no,cellular,22,jul,254.0,1.0,-1.0,0,unknown,no
33.0,blue-collar,single,primary,no,127,yes,no,unknown,29,may,1059.0,2.0,-1.0,0,unknown,yes
51.0,entrepreneur,married,secondary,no,0,no,no,unknown,30,may,510.0,3.0,-1.0,0,unknown,no
60.0,blue-collar,married,secondary,no,3122,no,no,telephone,18,aug,51.0,12.0,-1.0,0,unknown,no
43.0,technician,married,secondary,no,3288,yes,no,cellular,21,nov,775.0,3.0,-1.0,0,unknown,yes
36.0,admin,divorced,secondary,no,869,yes,no,cellular,14,may,102.0,1.0,350.0,1,failure,no
40.0,services,married,secondary,no,278,yes,no,cellular,18,may,9.0,5.0,-1.0,0,unknown,no
43.0,self-employed,divorced,secondary,no,347,no,no,cellular,19,nov,1468.0,3.0,-1.0,0,unknown,yes
34.0,management,married,secondary,no,0,no,no,cellular,2,feb,270.0,1.0,-1.0,0,unknown,no
57.0,retired,married,primary,no,0,no,no,cellular,5,aug,262.55842997323816,2.0,-1.0,0,unknown,no
39.0,management,married,tertiary,no,246,no,no,cellular,11,aug,86.0,2.0,-1.0,0,unknown,no
41.0,blue-collar,married,secondary,no,-190,no,yes,cellular,29,jul,808.0,3.0,-1.0,0,unknown,yes
46.0,technician,married,secondary,no,0,no,no,unknown,6,jun,186.0,2.0,-1.0,0,unknown,no
34.0,management,divorced,tertiary,no,221,no,no,cellular,8,aug,150.0,2.0,-1.0,0,unknown,no
54.0,technician,married,secondary,no,-315,no,yes,cellular,10,jul,2029.0,1.0,-1.0,0,unknown,yes
32.0,technician,single,tertiary,no,127,no,no,cellular,5,aug,168.0,3.0,-1.0,0,unknown,no
36.0,technician,single,secondary,no,1855,yes,no,cellular,4,feb,75.0,1.0,273.0,1,failure,no
79.0,retired,married,primary,no,8556,no,no,telephone,18,jan,326.0,2.0,272.0,2,success,yes
48.0,management,divorced,tertiary,no,757,yes,no,cellular,17,nov,90.0,1.0,-1.0,0,unknown,no
37.0,services,married,secondary,no,4017,no,no,cellular,30,apr,665.0,2.0,196.0,1,success,yes
68.0,management,married,secondary,no,4092,no,no,telephone,11,aug,329.0,1.0,-1.0,0,unknown,no
